title,date,text,link
네이버 위에 시체들;;;,2025-01-07 20:50,"진짜 생각보다 아주 많이들 물렸네;;;

외궈시끼들아

국장이 아무리 니들 놀이터라지만

실적 계속 좋아지는 기업을 개미무덤 만들고

진짜 징하긴 했다.ㄱㅅㄲ들.



근데 언제 다 구조하냐

다 구조할때까지 안내린다;;;",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899540489
이번 개정안에서 원전 1기가 줄어도 원전주는 갈거임,2025-01-07 20:45,"정부 타협으로 전력생산 비중이 0.1프로 비율로 줄겠지만(이건 예측이고 실제로 야당과 1기 줄인다고 협의 안 했고 야당도 줄이라고 안 했음, 가봐야 암)

국내 대형원전의 추가 설치는 이제 포화라고 생각함

2030년 이후부터는 smr을 밀어줄듯 싶고

부가적으로 수소가 생산이 되면 수소산업이 뒤를 이을거라 봄

이번 개정안안에서 smr 1기 설치는 기존안 그대로 갈거며

두산은 수소+smr사업에 더 박차를 가할거임

그리고 또 사업안 개편 ㅇㅈㄹ을 할거라 봄",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899529511
관심 없지만 의외로 ㅈ되고 있는 대기업,2025-01-07 20:40,"그것은 바로 재계서열 18위 디엘그룹....
대림에서 DL로 이름이 바뀐 것조차 모르는 사람이 많을 정도로 인지도가 낮다....
이 그룹의 두 축이 건설과 석유화학..인데


말만 들어도 힘들어 보인다는 걸 알 수 있다...",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899500556
한남동에 기동대 버스가 계속 진입중,2025-01-07 20:37,"조만간 잡혀가면

환율 하방각 더 나올려나!


추매에 기회와 국장 대반등인가!!!


가즈아 두산에너빌리티, 대원제약, 뷰웍스!!!",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899501088
코스피 장마감 후 외국인 콜/풋옵션,2025-01-07 20:22,콜을 왜이렇게 많이 샀오 양키형,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899441628
스페이스x와.스타링크는 같은회사인가?,2025-01-07 20:20,"둘다 다른회사인지
아님 스페이스 x 안에 스타링크라는게 포함인건지",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899438336
크래프톤 -4.47%,2025-01-07 20:12,해당 레인지 상단에서 지속적으로 저항을 받고 있는 크래프톤은 다시 한 번 50일선에 근접 하고 있다.,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899404397
황회장 이색 RTX에 마이크론?,2025-01-07 20:03,"이래서 오늘 빠졌나

왜 마이크론이노

단가 낮추기인가

트럼프 똥꼬 빨기인가",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899378554
주갤러들아 상장폐지하는 주식 50.1%사면 회사 먹을수있나요?,2025-01-07 20:01,"1억1000이면 가능한데

여기는 회사먹으면 1억이상 뽑을수있을꺼같은데",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899366559
내일 하닉 들어가도 될까..,2025-01-07 19:58,19만5000원 쫄리네,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899358232
현대차그룹은 돈 많이 쌓아뒀나,2025-01-07 19:55,이번에 미국에 10조 투자해서 제철소 짓는다네,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899348721
"법원, 尹대통령 체포영장 재발부…유효기간 연장",2025-01-07 19:55,"[속보] 법원, 尹대통령 체포영장 재발부…유효기간 연장
https://m.yna.co.kr/view/AKR20250107143500004

내일은 또 정치테마주겠네요
경남스틸, 동신건설, 형지?? 
어디가 상한가가려나",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899348302
핸폰으로만 주식하는사람있음??,2025-01-07 19:51,"계속 핸폰으로만하다가

pc로하니까 모가몬지 하나도몰것네...

주린이는 웁니다ㅜ",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899335286
국장은진짜쉬운듯어렵네요 하 ㅋㅋㅋㅋ,2025-01-07 19:48,"계엄전까지 잘 불리다가 계엄이후 갈피를
못잡고 이곳저곳 발들이밀다 계속해서 처맞네요 ㅋㅋㅋㅋ 근 한달간 800정도잃은거같은데 마음이 아픕니다 현재는 다 정리하고 더존비즈온 하나만들고있는데 58000원위로 쭉 올라와주면 좋겠네요 ㅠ 9-11월까지 계속 먹다보니 내가 주식의 신인가? 국장 참 쉽다생각했는데 이럴때 가장 조심해야하는걸 까먹고 같은실수를 반복중입니다. 
이제 여러곳 안옮겨다니고 존버좀하다 손절라인잡고 오면 미련없이 털고 당분간 쉬어야겠습니다. ㅎㅎ ㅠ 한탄아닌 한탄을 했네요 여러분들은 꼭 성투하시길 바랍니다 !",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899326659
"[뉴스]현대차그룹, 트럼프에 '10조' 선물…제철소 짓는다",2025-01-07 19:41,"https://n.news.naver.com/article/015/0005079096?sid=104

???? 저거 가능함? ㄷㄷ?",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899298071
크래프톤 45만원 가야지,2025-01-07 19:31,아직도 싸다!,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899269635
코스피 좀 아쉽네요... 조금만 더 올랐으면 했는데,2025-01-07 19:14,"달러가 급락 중이라 분명 오늘도 대호황일 줄 알았는데

대체 뭐가 문제였던 걸까요.....

60선도 다시 깨고.... 흐음....",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899207048
25년 국장은 박스피,2025-01-07 19:04,"2400~2600에서 횡보

25년도에도 미장합시다",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899171941
"형들, 더본코리아 주주 환원",2025-01-07 19:03,한다? 안한다?,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899169086
오늘 시간외 특징주 요약 - 1월 7일,2025-01-07 18:53,"오늘 시간외 특징주 요약 - 1월 7일 


오늘 시간외 테마 요약 : 액침냉각 / 조선.조선기자재 

텍스트 버전은 하단에 ..

** 출처 : 테마랩







오늘의 시간외 특징주 - [2025-01-07]

===========================================================


====================
테마 이슈로 상승  
====================

CES 2025 액침냉각 기술 주목 소식에 액침냉각 테마 상승
==>
케이엔솔          15,470  9.95%
워트                  9,730  9.94%
삼성공조          10,320  9.90%
GST                  19,050  7.57%
유니셈               6,670  4.71%
한중엔시에스    29,500  4.42%
지투파워            7,010  4.16%
인성정보            1,952  3.12%
3S                     1,990  2.37%
이삭엔지니어링    7,350  1.94%


한화엔진          21,200  9.90%
장 마감 후 6,292.00억원 규모 공급계약 체결 공시
-- 선박용 엔진 / 최근 매출액대비 73.6% 규모


트럼프 당선인, 동맹국 활용 선박 건조 필요 언급에 
조선/조선기자재 테마 상승
==>
인화정공          30,300  3.41%
HD현대마린엔진  24,850  3.11%
일승                  4,815  2.77%
한화오션          43,950  2.45%
STX엔진            20,150  2.08%
삼영엠텍            4,780  1.70%



====================
개발 이슈로 상승  
====================

알체라               2,090  3.98%
우체국뱅킹 앱에 AI 기반 얼굴 위조 판별 솔루션 공급 언론 보도


제이씨현시스템    7,170  2.58%
젠슨황  CEO CES 2025 기조연설에 엔비디아 파트너사 부각 지속


현대제철          23,050  2.22%
일본의 US스틸 인수 실패에 현대제철은 미국 직접투자 결정 언론 보도


KTcs                  2,830  2.17%
장 마감 후 현대자동차 주식회사와 747.02억원 규모 공급계약 체결 공시


마음AI             20,500  1.99%
금융업 디지털 혁신 선도…현대해상 VOC 시스템에 AI 기술 도입 언론 보도



====================
개별 이슈로 하락   
====================

딥마인드            3,540 -1.94%
장 마감 후 [투자주의]투자경고종목 지정예고


랩지노믹스         3,600 -2.96%
장 마감 후 단기과열종목(3거래일 단일가매매) 지정예고 공시",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899130705
대한민국 주식은 주주환원만 잘 되어도 주가 반등이 있을 것 같단 말야,2025-01-07 18:49,"근데 주주환원 안 될 것 같음.

고로 미장 굿.",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899120181
한국에서 인식 씹창나서 중국차 안팔린다는 놈들 특)))))))))))),2025-01-07 18:47,그꼴 출시이후 판매량 못봄,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899111499
국장은 홀수연도다!,2025-01-07 18:46,"19 21 23 ㄷㄷ
20 22 24 ㅡㅡ

올해는 국장가나?
23년 이차전지같은 테마 뭐지? 인터넷? AI?",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899109960
달러도 많이 내리고 더 내릴수도 있을텐데,2025-01-07 18:41,한번 실현하고 재진입해볼까요 트럼프 취임식 후에,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899091515
급등주는 해도 본장에 해야겠다 프리장은 쫄려서 못들어가겠네 ㅋㅋ,2025-01-07 18:38,아베랑 푸보 기다려봐야지,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899082873
코스피 야선,2025-01-07 18:36,,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899073435
삼성아,2025-01-07 18:35,이딴 거 만들시간에 주가 좀 어떻게 해봐유,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899071075
환율 일봉 20선 붕괴!,2025-01-07 18:33,"Video Player
Video 태그를 지원하지 않는 브라우저입니다.
00:00 / 00:02
1.00x

경축 🤡",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899061471
현대차 본주 vs 현대차2우b,2025-01-07 18:28,산다면 형들은 뭐 고를꺼야?,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899047888
국장 공략집,2025-01-07 18:24,"인버스랑 1배수만 매매한다! 800만원으로 테스트 중이였는데, 잘되서 조금씩 늘리는 중 지금 1200",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899016640
한국타이어 언제 갈까요?,2025-01-07 18:24,"역대급실적 매분기 갱신중이고
한온 시스템 인수도 마무리했는데

주가는 요지부동이네여 ㅠㅠ

너무안가..",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899033773
"HK이노엔 위식도역류질환 신약 케이캡, 호주·뉴질랜드 진출",2025-01-07 18:22,https://naver.me/GpCAdpqc,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7899027452
푸바오 꺾이나 했더니 뚝심있네...,2025-01-07 18:10,함 내려와봐~ 나도 먹고 가자,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898990083
삼전 오늘 사자마자 대가리 깨지네,2025-01-07 17:59,역시 국짱이셔,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898951310
국장 조선주 때문에 요즘 좋네요,2025-01-07 17:57,"국장 조롱에도 떨어질때마다 담았더니 좋은날 오네요

조롱도 롱이다!",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898944534
삼성아 그래도 난 너 믿는다,2025-01-07 17:52,"세상이 다 버려도 난 너 믿는다

어닝 서프라이즈 부탁한다",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898927230
국장 다 복구하고 나감 ㅅㅅ,2025-01-07 17:47,"포스코퓨처엠 jyp에 쌔게 물렸다가

'23년 에코프로비엠 '24년하이닉스로 다 복구하고 + 800만들어서 나갑니다ㅎㅎㅎ

성투하세요들~~!!",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898905648
하이닉스 상승세 좋던데 호재 떴나,2025-01-07 17:47,갑자기 확 오르네,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898908471
그래도 최상목이 경제는 잘한게 맞다니까,2025-01-07 17:46,"뭐 체포나 경호갖고 말은 많지만

ㅈ같은 정치랑 거리두고 경제만 봐야 한다는 본인의 말을 잘 지키는중.

1월 2일 헌재 임명 이후 경제 정국이 빠르게 안정되면서

환율보면 다른 통화 대비 원화의 강세가 뚜렷함.

정치리스크 부분은 확실하게 되돌리는중.

(유로, 파운드는 분자, 분모가 다름)",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898900810
"삼전 실적 컨센이 8조중반인데, 하회예정",2025-01-07 17:45,"대부분 업데이트 된게 8조나 7조 중반보고 있음.
낼 삼전 어닝쇼크 처맞고 마3이나 마5 뜰 수 있음.
오늘 시초에 들어온 애들은 그냥 조사나 공부없이 산 애들임.",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898901270
1/7(화) 마감시황,2025-01-07 17:44,"『젠슨 황이 끼얹은 찬물에 2,500p 미끌』  
코스피 2,492.10 (+0.14%), 코스닥 718.29 (+0.05%)
 아직 험난한 글로벌 반도체 파트너십
금일 KOSPI, KOSDAQ은 각각 0.1% 내외 상승했습니다. KOSPI는 장중 2,500p를 돌파하기도 하면서 이번 주만 2,300p~2,500p대를 오가는 모습입니다. 전날 Foxconn의 4분기 호실적 발표에 더해 CES 2025에 대한 기대감에 Nvidia(+3.4%)는 종가 기준 신고가를 경신했습니다. CES 2025에서 Jensen Huang CEO가 8년 만에 기조연설을 하면서 RTX 신제품을 공개했지만, 국내 칩이 아닌 Micron의 GPDDR7을 탑재한다는 소식에 삼성전자(-0.9%)·SK하이닉스(-2.4%) 등에서 실망 매물이 출회됐습니다. 조선(한화오션 +12.6% 등)·바이오(삼성바이오로직스 +3.9%) 대형주가 지수를 방어했지만 KOSPI는 전강후약에 2,500p 안착에 실패했습니다.
 시선은 JPMorgan 헬스케어 컨퍼런스로
CES 2025 개막에 관련주 모멘텀은 둔화하는 가운데, 다음 주 JPMorgan 헬스케어 컨퍼런스(13~16일)에 대한 기대감에 제약바이오 강세였습니다. 오늘 양 시장 지수기여도 1위 종목 모두 헬스케어 종목(KS-삼성바이오, KQ-알테오젠 +3.3%)이었고, 특히 KOSDAQ에서는 지수기여도 1~3위 모두 헬스케어 종목이 차지했습니다(HLB +2.2%, 리가켐바이오 +4.9%).
#특징업종: 1)유리기판: CES 이후 차세대 반도체 기대(필옵틱스 +1.9%, HB테크놀러지 +11.5%)  2)주주환원: 코웨이(+9.7%), 현금배당·자사주 소각 발표. 두산(+0.7%), 주주환원 확대 기대 3)엔터: JYP Ent.(+7.9%), 신인 보이그룹 ‘킥플립’ 기대. 디어유(+9.2%), Berriz 출시에도 영향 제한
 조선업 관련 미국 파트너십 강화 기대
미국 Jones Act(1920)는 자국 내에서 항해하는 배는 미국 조선소에서만 건조해야 한다고 규정하고 있습니다. 그럼에도 불구하고 미국 선박 건조 역량 한계로 인해 그간 미국은 한국·일본에 손을 내밀었습니다. 간밤 Trump도 군함 건조 문제와 관련해 동맹국을 활용할 수도 있다는 발언을 내놓으며 조선주가 강세를 보였습니다. Philly Shipyard를 인수했고, 작년 최초로 MRO 수주를 한 한화오션을 비롯해 한화엔진(+3.5%), HJ중공업(+16.0%) 등 조선주와 기자재(성광벤드+4.4% 등) 다수 신고가였습니다.
#주요일정: 1)Thomas Barkin(Richmond) 연설(22:00) 2)美 JOLTs 구인건수(24:00) 3)美 ISM 서비스업지수(24:00) 4)CES 2025(~10일)
출처 - 투자명가 커뮤니티",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898898348
이마트 정용진은 마스처럼 비트나 사면 안되나,2025-01-07 17:41,"사업 말아먹는거 보다 마스처럼 비트 사서 

주가 2~3배 부양하는게 나은거 같은데",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898887950
공시)본인 재건 테마 모아가는중,2025-01-07 17:40,"트럼프 취임전까지 모아갈 예정
이유:  취임 전후로 모멘텀 생길 것 같아서

하이닉스 팔고 이거 산다는 게 아이러니긴한데 ㅜㅜ
하닉이 날아갈 줄 전혀 몰랐으니까.. ㅜ 아쉽지만요",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898887567
hsd엔진 컵 완성 ㄷㄷ,2025-01-07 17:38,시외에서 그냥 퀀텀점프,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898877226
코스피레버리지 물량 줄이기 완료!!,2025-01-07 17:35,"오랫만에 주식이야기!!


간장종지만한 초소형 그릇의 국장지수러는 12월말 매수했던 코스피레버리지 단타물량 줄였습니다!!

매도 이유는 7%대 수익에 절반 걸어둔게 팔렸습니다



국장지수 주력으로 하다보니 
주봉기준 장대양봉으로 쭉쭉 빠진후 반등할때 따라가보면 결과가 좋았을때가 많은데,
작은 박스에서 지지부진하다가 반등할 때 따라가보면 얼마못가 뿅망치 맞거나 쌍바닥 재확인 또는 계단식하락으로 나락가는 경우가 많더라구요


주식에 100%는 없지만, 무수하게 계좌 깨져본 느낌으로
주봉으로 4주 이상 연속으로 장대음봉으로 아찔하게 빠지다 아래꼬리 달고 급반등할 때 올라타거나,
빠질때 멈칫거리며 빠질땐 쌍바닥 기다렸다 따라가보는게 결과가 괜찮았던 경우가 많았던것 같아요!!



오늘 안사면 돈 못버는 시장이 아니니 살아남아 성투하자구요!!",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898869846
오늘 장마감 특징주 요약 - 1월 7일,2025-01-07 17:30,"오늘 장마감 특징주 요약 - 1월 7일 


텍스트 버전은 하단에 ..

**출처 : 테마랩 







오늘의 정규장 특징주 - [2025-01-07]

===========================================================


====================
테마 이슈로 상승   
====================

양자암호 테마 일부 상승 ( 일부 테마는 급락 )
==>
바이오로그디바이스       932 29.99%
한국첨단소재      9,370 29.96%
씨이랩               6,960  9.78%
쏘닉스               3,355  5.84%


폭스콘의 호실적과 CES2025 개대감, 미 필라델피아 반도체지수 연일 급등에 
반도체 / 유리기판 테마 상승
==>
램테크놀러지      4,055 29.97%
HB테크놀러지      2,380 11.48%
와이씨켐          16,060 11.07%
테크윙             46,900  3.88%
필옵틱스          21,250  1.92%
한미반도체      101,300  1.81%



엔비디아가 차세대 아키텍처 블랙웰 기반의 지포스 RTX신제품에 마이크론 GPDDR7 탑재 소식에
==> 
저스템               9,210 29.90%
   --> 내부 습도 제어 장비 세계 시장 점유율 80% 차지하고 있는 동사 미국 공장 성능평가 소식
아이엠티          11,010 23.57%
  --> 마이크론과 HBM용 웨이퍼 세정장 비 공동개발 공급 중인 동사 부각



JP모건 헬스케어 콘퍼런스 개최 기대감에 
제약 / 바이오 테마 상승
==>
온코닉테라퓨틱스  18,380 12.90%
비보존 제약        7,940 12.15%
바이넥스          20,500  7.33%
삼일제약          14,880  5.76%
SK바이오팜      116,300  5.34%
리가켐바이오   125,000  4.87%
삼성바이오로직스 983,000  3.91%
알테오젠         326,000  3.33%
네오이뮨텍         1,212  1.59%



젤렌스키 우크라이나 대통령의 트럼프 취임 후 전쟁 종전 협상 가능성 언급에 
우크라이나 재건/건설기계 테마 상승
==>
범양건영            3,085 21.46%
대동기어          15,930  6.56%
삼부토건               990  6.34%
에스와이스틸텍    8,460  4.96%
현대에버다임      8,740  1.86%



트럼프 대통령 당선인의 동맥국을 활용해 해군의 선박 건조 역량 강화 가능성에 
조선/조선기자재 테마 상승
==>
HJ중공업            7,190 15.97%
한화오션          42,900 12.60%
일승                  4,685  8.70%
현대힘스          14,410  5.49%
성광벤드          25,200  4.35%
삼성중공업       11,830  3.59%



윤대통령 체포영장 연장 신청 소식에 정치인 
이재명 테마 일부 상승
==>
형지I&C              1,330 16.67%
동신건설          54,300  6.68%
형지엘리트         2,410  5.01%



키움증권에서 주요 유통업체들의 4분기 실적은 대체로 무난할 것으로 전망하면서 
소매유통/백화점 템 상승
==>
이마트             65,400  4.14%
GS리테일          17,560  1.92%



====================
개별 이슈로 상승    
====================

MDS테크              1,366 29.97%
AI솔루션 공급 파트너인 동사의 엔비디아 양자컴퓨터,휴머노이드 로봇 '젯슨' 수혜 기대감 지속



제이씨현시스템    6,990 16.50%
엔비디아 젠슨황 CES 2025 기조연설에서 '양자컴퓨터' 시대 언급에 엔비디아 파트너사인 동사 부각



나노엔텍            4,165 15.69%
동사와 공동 개발한 로레알 그룹이 세계 최대 가전박람회 ‘CES 2025’에서 단 5분 만에 개인 맞춤형 피부 분석을 제공하는 하드웨어 기기 '로레알 셀 바이오프린트'를 공개



아티스트유나이티드  12,470 11.44%
미국의 AI 기반 검색엔진 기업인 퍼플렉시티(Perplexity AI, Inc.)와 광고, 마케팅, 커머스 및 엔터테인먼트 산업을 위한 AI 기 반 서비스 개발 협력 언론 보도



코웨이             70,300  9.67%
전일 장 마감 후 보통주 1,235,874주 소각 결정  및 0.89% 비율의 감자 결정 공시
기업가치 제고 계획 1분기중 발표 예고 공시


디어유             32,100  9.18%
신한투자증권에서  카카오엔터의 신규 팬덤 플랫폼 관련 보도에 대해 과도한 급락이라고 판단



JYP Ent.          72,500  7.89%
NH투자증권에서 신규 성장 동력(킥플립) 기대감에  4분기 실적 컨센서스 상회 전망



케이엔알시스템    9,270  6.67%
한국핵융합에너지연구원과 핵융합장치 원격 유지보수를 위한 로봇팔 시스템 개발 및 설치 계약 체결 언론 보도



현대로템          55,700  6.50%
한국투자증권에서 4A24 연결기준 실적 영업이익은 1,672억원(+139.7% YoY, OPM 13.1%)을 기록할 것으로 전망



한화에어로스페이스 381,000  4.10%
DS증권에서 미군은 차세대 자주포 시스템 도입 검토중, 인도 정보는 K9 자주포 100문 추가 도입 예산 승인 상태로 추가 수출 기 대감 전망




====================
테마 이슈로 하락   
====================

양자암호 테마 일부 하락 ( 일부 테마는 상승  )
==>
코위버               7,750 -8.07%
한울소재과학      6,730 -8.93%
시큐센               3,055 -11.45%
아톤                  7,850 -12.00%


====================
개별 이슈로 하락   
====================

삼성전자          55,400 -0.89%
폭스콘의 호실적과 CES2025 개대감, 미 필라델피아 반도체지수 연일 급등에 밭도체 / 유리기판 테마 상승 ( 삼성전자는 초반 승 승에서 하락 마감 )


코스메카코리아  50,700 -3.61%
하나증권에서 4분기 연결기준 영업이익 173억원(YoY+15%, 영업이익률 13%)으로 컨센서스(187억원)를 소폭 하회할 것으로 전망


하나투어          52,700 -5.39%
핸대차증권에서 1분기 일시적인 수요 위축에 25년 영업이익 전망치 하향 조정",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898850361
국장 반도체 소부장 포함 조매 쥽쥽함,2025-01-07 17:25,은젠가 국장 봄은 온다...,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898837600
내일도 올라라,2025-01-07 17:18,"올라라 올라

기도합니다",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898817265
코스피 2450까지 보여서 에이 설마,2025-01-07 17:17,"3% 짜리 꽉찬 양봉 주봉을 뺀다고? 햤는대
코수피라면 충분히...",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898814206
삼도류 돌리니까 새삼 조로가 얼마나 강한지 느껴지네,2025-01-07 17:16,국장 미장 코인 삼도류,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898810738
이게.. 뇌동 터진건가?,2025-01-07 17:15,"당일 테마 주도주 하나랑 독감/바이오 섹터에서 하나 하려고 알아보다가 했는데





사고나서보니 차트랑 재무가 쉣이네.. 수급만 본듯.. 시간외에 던질까?",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898800640
한화엔진 시간외상한가,2025-01-07 17:14,납품 계약 공시 !,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898804851
"""고객님 10만원으로 환전하시겠다고요?""",2025-01-07 17:12,,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898798051
한화오션 불과 1~2주 전만에도 종토방에서 개잡주 소리 듣던게,2025-01-07 17:11,"불과 얼마 되지도 않았지만 hd현대중공업이랑 비교하면서 개잡주 소리 듣던 종목이

오늘 52주 신고가 찍고 나니 네이버 종토방 아주 잔치 분위기네 ㅎㅎ

오늘 역대급 거래대금에 외인 싹쓸이 매수

시외도 조금 오르는거 보니 한화오션 한동안은 조선 대장주 노릇 할듯

42000원에 남은 물량 다 털었는데 좀더 들고있을까 하는 아쉬움도 남네.",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898793833
오늘 10시에 싹팔고 풀 인버스 산 이유,2025-01-07 17:07,"내일 삼전 잠전실적발표

물가우려한 fomc

국장 뒤졌지 머 ㅋㅋ",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898782386
국장은 예상이 아니라 대응이네,2025-01-07 17:04,"독감, 중국바이러스 보다 실적 발표가 훨씬 크구나",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898768468
미증시 슈퍼 펌핑에 비하면 한국은 초라하네,2025-01-07 17:04,"오늘 시초부터 설거지 당한애들 많이 보이는듯.
2500가면 저항이라 숏쳐야함",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898772459
이 차트 이렇게 해석하는게 맞을까요?,2025-01-07 17:00,"- 고점이 점점 더 낮아지는 우하향 추세
- 최근 쌍바닥 찍고 반등하는 추세이나 60일선 거래량 실은 양봉으로 뚫지 않으면 하락할 확률 높음.
- 추세 전환 못하면 전저점도 바라볼 모양새

최근에 코스피 오르면서 함께 오르는 듯 한데, 좋지많은 않아보여서 ㅠ",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898753435
시간외 단일가 jpg,2025-01-07 17:00,"시간외 액침냉각이 많이 쎄네요..

일하느라 못봤는데 지수가 많이 밀리면서 끝났네요..
요즘 나라도 뒤숭숭하고 경기도 좋지 않지만 다들 화이팅하시구

성투하세요!!ㅎㅎ",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898752623
ETF 입문하고 싶은데 형님들 조언 구하고 싶습니다.,2025-01-07 17:00,"1. ETF으로 장투 해도 되나요?
2. ETF 안전한 종목으로 추천 해주실만한거 있나요?

주린이 도움좀 주십쇼 형님들...",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898758803
한화엔진-단일판매ㆍ공급계약 체결,2025-01-07 16:57,"https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250107800441

-계약금액 : 6,292억원(최근 매출액 대비 73.6%)
-계약내용 : 선박용 엔진
-계약상대 : 공개유보
-유보사유 : 경영상 비밀유지
-기간 : 2025-01-07 ~ 2028-11-08",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898751833
알테오젠 결국 투경 ....,2025-01-07 16:57,쉬발 쉬발 쉬발 쉬발,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898750989
로봇 더 가자 제발 더더 가자,2025-01-07 16:56,"CES때 쳐물려서 아직도 대기중

평단까지 평균 마이너스 5~10%......

제발 풀발 한번 가즈아!",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898746497
팬티 광고 오지게 뜨네 진짜,2025-01-07 16:55,다른 광고는 안그런데 팬티는 계속 눈에 들어와서 신경쓰임..,https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898744373
"퀄컴-현대모비스, 차세대 디지털 콕핏 시스템 구현 위해 협력",2025-01-07 16:55,"https://www.thelec.kr/news/articleView.html?idxno=32160

퀄컴의 ‘스냅드래곤 라이드 플렉스 시스템 온 칩’과 ‘스냅드래곤 라이드 자율주행 스택’이 현대모비스의 첨단 소프트웨어∙센서와 결합한다. 


가자 좀.. 현대차 ㅋㅋ;;",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898740840
하닉 실망매물?,2025-01-07 16:53,"왜 마이크론을 쓰는것이냐 젠슨황
내일 걱정이네",https://www.fmkorea.com/index.php?mid=stock&category=2997203870&document_srl=7898739121
